id,year,month_number,month,stream,site,order,family,genus,species,individuals,type
1329,2015,T8,May,PT,PTU,Plecoptera,Chloroperlidae,Sweltsa,,8,rural
1330,2015,T8,May,PT,PTU,Diptera,Chironomidae,,,4,rural
1331,2015,T9,June,PT,PTU,Plecoptera,Perlidae,Acroneuria,,9,rural
1332,2015,T9,June,PT,PTU,Diptera,Tipulidae,Hexatoma,,1,rural
1333,2015,T9,June,PT,PTU,Odonata,Gomphidae,Lanthus,,1,rural
1334,2015,T9,June,PT,PTU,Diptera,Chironomidae,,,1,rural
673,2014,T1,April,TB,TBD,Ephemeroptera,Ephemerellidae,,,3,ref_down
674,2014,T1,April,TB,TBD,Ephemeroptera,Heptageniidae,,,2,ref_down
675,2014,T1,April,TB,TBD,Plecoptera,Taeniopterygidae,,,1,ref_down
676,2014,T1,April,TB,TBD,Plecoptera,Taeniopterygidae,,,13,ref_down
677,2014,T1,April,TB,TBD,Trichoptera,Uenoidae,,,1,ref_down
678,2014,T2,May,TB,TBD,Ephemeroptera,Heptageniidae,Epeorus,,1,ref_down
679,2014,T2,May,TB,TBD,Ephemeroptera,Ephemerellidae,Ephemerella,,4,ref_down
680,2014,T2,May,TB,TBD,Diptera,Tipulidae,Hexatoma,,3,ref_down
681,2014,T2,May,TB,TBD,Plecoptera,Perlodidae,Isoperla,,5,ref_down
682,2014,T2,May,TB,TBD,Ephemeroptera,Heptageniidae,Maccaffertium,,1,ref_down
683,2014,T2,May,TB,TBD,Ephemeroptera,Leptophlebiidae,Paraleptophlebia,,1,ref_down
684,2014,T2,May,TB,TBD,Ephemeroptera,Baetidae,,,1,ref_down
685,2014,T2,May,TB,TBD,Diptera,Chironomidae,,,1,ref_down
686,2014,T2,May,TB,TBD,Plecoptera,Chloroperlidae,,,1,ref_down
687,2014,T2,May,TB,TBD,Coleoptera,Elmidae,,,1,ref_down
688,2014,T2,May,TB,TBD,Ephemeroptera,Ephemerellidae,,,2,ref_down
689,2014,T2,May,TB,TBD,Ephemeroptera,Heptageniidae,,,1,ref_down
690,2014,T2,May,TB,TBD,Trichoptera,Hydropsychidae,,,1,ref_down
691,2014,T2,May,TB,TBD,Ephemeroptera,Leptophlebiidae,,,1,ref_down
692,2014,T2,May,TB,TBD,Diptera,Tipulidae,,,2,ref_down
693,2014,T3,June,TB,TBD,Diptera,Athericidae,Atherix,,1,ref_down
694,2014,T3,June,TB,TBD,Ephemeroptera,Baetidae,Baetis,,1,ref_down
695,2014,T3,June,TB,TBD,Diptera,Tipulidae,Hexatoma,,5,ref_down
696,2014,T3,June,TB,TBD,Trichoptera,Hydropsychidae,Hydropsyche,,2,ref_down
697,2014,T3,June,TB,TBD,Ephemeroptera,Isonychiidae,Isonychia,,1,ref_down
698,2014,T3,June,TB,TBD,Ephemeroptera,Isonychiidae,Isonychia,,2,ref_down
699,2014,T3,June,TB,TBD,Ephemeroptera,Heptageniidae,Stenacron,,5,ref_down
700,2014,T3,June,TB,TBD,Plecoptera,Chloroperlidae,Sweltsa,,4,ref_down
701,2014,T3,June,TB,TBD,Plecoptera,Chloroperlidae,,,2,ref_down
702,2014,T3,June,TB,TBD,Ephemeroptera,Heptageniidae,,,1,ref_down
703,2014,T3,June,TB,TBD,Trichoptera,Hydropsychidae,,,1,ref_down
704,2014,T3,June,TB,TBD,Ephemeroptera,Leptophlebiidae,,,1,ref_down
705,2014,T3,June,TB,TBD,Diptera,Tipulidae,,,3,ref_down
706,2014,T4,July,TB,TBD,Diptera,Tipulidae,Hexatoma,,1,ref_down
707,2014,T4,July,TB,TBD,Diptera,Tipulidae,Hexatoma,,3,ref_down
708,2014,T4,July,TB,TBD,Megaloptera,Corydalidae,Nigronia,serricornis,1,ref_down
709,2014,T4,July,TB,TBD,Coleoptera,Psephenidae,Psephenus,,2,ref_down
710,2014,T4,July,TB,TBD,Hemiptera,Veliidae,Rhagovelia,,3,ref_down
711,2014,T4,July,TB,TBD,Odonata,Aeshnidae,,,1,ref_down
712,2014,T4,July,TB,TBD,Coleoptera,Dytiscidae,,,1,ref_down
713,2014,T4,July,TB,TBD,Ephemeroptera,Heptageniidae,,,3,ref_down
714,2014,T4,July,TB,TBD,Trichoptera,Hydropsychidae,,,1,ref_down
715,2014,T4,July,TB,TBD,Coleoptera,Psephenidae,,,2,ref_down
716,2014,T4,July,TB,TBD,Diptera,Tipulidae,,,3,ref_down
717,2014,T4,July,TB,TBD,Trichoptera,Uenoidae,,,1,ref_down
718,2014,T5,August,TB,TBD,Plecoptera,Perlidae,Acroneuria,,1,ref_down
719,2014,T5,August,TB,TBD,Trichoptera,Hydropsychidae,Hydropsyche,,1,ref_down
720,2014,T5,August,TB,TBD,Ephemeroptera,Isonychiidae,Isonychia,,1,ref_down
721,2014,T5,August,TB,TBD,Ephemeroptera,Isonychiidae,Isonychia,,2,ref_down
722,2014,T5,August,TB,TBD,Ephemeroptera,Heptageniidae,Leucrocuta,,1,ref_down
723,2014,T5,August,TB,TBD,Megaloptera,Corydalidae,Nigronia,serricornis,1,ref_down
724,2014,T5,August,TB,TBD,Coleoptera,Psephenidae,Psephenus,,2,ref_down
725,2014,T5,August,TB,TBD,Hemiptera,Veliidae,Rhagovelia,,3,ref_down
726,2014,T5,August,TB,TBD,Coleoptera,Elmidae,Stenelmis,,1,ref_down
727,2014,T5,August,TB,TBD,Odonata,Aeshnidae,,,1,ref_down
728,2014,T5,August,TB,TBD,Megaloptera,Corydalidae,,,1,ref_down
729,2014,T5,August,TB,TBD,Coleoptera,Haliplidae,,,1,ref_down
730,2014,T5,August,TB,TBD,Ephemeroptera,Heptageniidae,,,2,ref_down
731,2014,T5,August,TB,TBD,Plecoptera,Perlidae,,,1,ref_down
732,2014,T5,August,TB,TBD,Coleoptera,Psephenidae,,,2,ref_down
733,2014,T5,August,TB,TBD,Diptera,Tipulidae,,,2,ref_down
734,2014,T5,August,TB,TBD,Hemiptera,Veliidae,,,1,ref_down
735,2014,T6,September,TB,TBD,Plecoptera,Perlidae,Acroneuria,,1,ref_down
736,2014,T6,September,TB,TBD,Plecoptera,Perlidae,Agnetina,,1,ref_down
737,2014,T6,September,TB,TBD,Diptera,Tipulidae,Hexatoma,,6,ref_down
738,2014,T6,September,TB,TBD,Trichoptera,Hydropsychidae,Hydropsyche,,11,ref_down
739,2014,T6,September,TB,TBD,Ephemeroptera,Isonychiidae,Isonychia,,16,ref_down
740,2014,T6,September,TB,TBD,Ephemeroptera,Isonychiidae,Isonychia,,3,ref_down
741,2014,T6,September,TB,TBD,Ephemeroptera,Heptageniidae,Maccaffertium,,11,ref_down
742,2014,T6,September,TB,TBD,Megaloptera,Corydalidae,Nigronia,serricornis,1,ref_down
743,2014,T6,September,TB,TBD,Coleoptera,Psephenidae,Psephenus,,3,ref_down
744,2014,T6,September,TB,TBD,Hemiptera,Veliidae,Rhagovelia,,6,ref_down
745,2014,T6,September,TB,TBD,Coleoptera,Elmidae,Stenelmis,,1,ref_down
746,2014,T6,September,TB,TBD,Coleoptera,Dytiscidae,,,1,ref_down
747,2014,T6,September,TB,TBD,Odonata,Gomphidae,,,1,ref_down
748,2014,T6,September,TB,TBD,Ephemeroptera,Heptageniidae,,,3,ref_down
749,2014,T6,September,TB,TBD,Trichoptera,Hydropsychidae,,,3,ref_down
750,2014,T6,September,TB,TBD,Plecoptera,Perlidae,,,1,ref_down
751,2014,T6,September,TB,TBD,Coleoptera,Psephenidae,,,2,ref_down
752,2014,T6,September,TB,TBD,Diptera,Tipulidae,,,3,ref_down
753,2014,T6,September,TB,TBD,Hemiptera,Veliidae,,,1,ref_down
1335,2015,T10,July,TB,TBD,Plecoptera,Perlidae,Agnetina,,2,ref_down
1336,2015,T10,July,TB,TBD,Ephemeroptera,Ameletidae,Ameletus,,1,ref_down
1337,2015,T10,July,TB,TBD,Trichoptera,Hydropsychidae,Hydropsyche,,2,ref_down
1338,2015,T10,July,TB,TBD,Ephemeroptera,Heptageniidae,Epeorus,,1,ref_down
1339,2015,T10,July,TB,TBD,Trichoptera,Glossosomatidae,Glossosoma,,2,ref_down
1340,2015,T10,July,TB,TBD,Diptera,Tipulidae,Hexatoma,,6,ref_down
1341,2015,T10,July,TB,TBD,Trichoptera,Hydropsychidae,Hydropsyche,,5,ref_down
1342,2015,T10,July,TB,TBD,Coleoptera,Psephenidae,Psephenus,,6,ref_down
1343,2015,T10,July,TB,TBD,Ephemeroptera,Heptageniidae,Stenacron,,1,ref_down
1344,2015,T10,July,TB,TBD,Coleoptera,Elmidae,Stenelmis,,9,ref_down
1345,2015,T10,July,TB,TBD,Ephemeroptera,Heptageniidae,Stenonema,fematoratum,2,ref_down
1346,2015,T11,August,TB,TBD,Plecoptera,Perlidae,Agnetina,,3,ref_down
1347,2015,T11,August,TB,TBD,Ephemeroptera,Heptageniidae,Epeorus,,1,ref_down
1348,2015,T11,August,TB,TBD,Odonata,Gomphidae,Erpetogomphus,,1,ref_down
1349,2015,T11,August,TB,TBD,Diptera,Tipulidae,Hexatoma,,2,ref_down
1350,2015,T11,August,TB,TBD,Trichoptera,Hydropsychidae,Hydropsyche,,5,ref_down
1351,2015,T11,August,TB,TBD,Ephemeroptera,Heptageniidae,Maccaffertium,,6,ref_down
1352,2015,T11,August,TB,TBD,Coleoptera,Psephenidae,Psephenus,,7,ref_down
1353,2015,T11,August,TB,TBD,Hemiptera,Veliidae,Rhagovelia,,1,ref_down
1354,2015,T12,September,TB,TBD,Plecoptera,Perlidae,Agnetina,,1,ref_down
1355,2015,T12,September,TB,TBD,Trichoptera,Hydropsychidae,Hydropsyche,,2,ref_down
1356,2015,T12,September,TB,TBD,Ephemeroptera,Ephemerellidae,Ephemerella,,1,ref_down
1357,2015,T12,September,TB,TBD,Odonata,Gomphidae,Erpetogomphus,,3,ref_down
1358,2015,T12,September,TB,TBD,Diptera,Tipulidae,Hexatoma,,2,ref_down
1359,2015,T12,September,TB,TBD,Trichoptera,Hydropsychidae,Hydropsyche,,3,ref_down
1360,2015,T12,September,TB,TBD,Ephemeroptera,Isonychiidae,Isonychia,,13,ref_down
1361,2015,T12,September,TB,TBD,Ephemeroptera,Heptageniidae,Maccaffertium,,6,ref_down
1362,2015,T12,September,TB,TBD,Hemiptera,Veliidae,Microvelia,,2,ref_down
1363,2015,T12,September,TB,TBD,Coleoptera,Psephenidae,Psephenus,,4,ref_down
1364,2015,T12,September,TB,TBD,Ephemeroptera,Heptageniidae,Stenacron,,1,ref_down
1365,2015,T12,September,TB,TBD,Coleoptera,Elmidae,Stenelmis,,2,ref_down
1366,2015,T12,September,TB,TBD,Coleoptera,Dytiscidae,Uvarus,,2,ref_down
1367,2015,T12,September,TB,TBD,Diptera,Chironomidae,,,1,ref_down
1368,2015,T7,April,TB,TBD,Plecoptera,Perlidae,Acroneuria,,1,ref_down
1369,2015,T7,April,TB,TBD,Ephemeroptera,Heptageniidae,Epeorus,,3,ref_down
1370,2015,T7,April,TB,TBD,Ephemeroptera,Ephemerellidae,Ephemerella,,16,ref_down
1371,2015,T7,April,TB,TBD,Diptera,Tipulidae,Hexatoma,,6,ref_down
1372,2015,T7,April,TB,TBD,Trichoptera,Hydropsychidae,Hydropsyche,,1,ref_down
1373,2015,T7,April,TB,TBD,Ephemeroptera,Isonychiidae,Isonychia,,3,ref_down
1374,2015,T7,April,TB,TBD,Plecoptera,Perlodidae,Isoperla,,6,ref_down
1375,2015,T7,April,TB,TBD,Trichoptera,Lepidostomatidae,Lepidostoma,,1,ref_down
1376,2015,T7,April,TB,TBD,Ephemeroptera,Heptageniidae,Maccaffertium,,1,ref_down
1377,2015,T7,April,TB,TBD,Trichoptera,Uenoidae,Neophylax,,1,ref_down
1378,2015,T7,April,TB,TBD,Plecoptera,Taeniopterygidae,Oemopteryx,,2,ref_down
1379,2015,T7,April,TB,TBD,Ephemeroptera,Leptophlebiidae,Paraleptophlebia,,2,ref_down
1380,2015,T7,April,TB,TBD,Coleoptera,Psephenidae,Psephenus,,1,ref_down
1381,2015,T7,April,TB,TBD,Ephemeroptera,Heptageniidae,Stenacron,,2,ref_down
1382,2015,T8,May,TB,TBD,Plecoptera,Perlidae,Acroneuria,,1,ref_down
1383,2015,T8,May,TB,TBD,Plecoptera,Perlidae,Agnetina,,1,ref_down
1384,2015,T8,May,TB,TBD,Ephemeroptera,Heptageniidae,Epeorus,,4,ref_down
1385,2015,T8,May,TB,TBD,Ephemeroptera,Ephemerellidae,Ephemerella,,15,ref_down
1386,2015,T8,May,TB,TBD,Odonata,Gomphidae,Erpetogomphus,,2,ref_down
1387,2015,T8,May,TB,TBD,Diptera,Tipulidae,Hexatoma,,11,ref_down
1388,2015,T8,May,TB,TBD,Trichoptera,Hydropsychidae,Hydropsyche,,11,ref_down
1389,2015,T8,May,TB,TBD,Plecoptera,Perlodidae,Isoperla,,3,ref_down
1390,2015,T8,May,TB,TBD,Megaloptera,Corydalidae,Nigronia,serricornis,1,ref_down
1391,2015,T8,May,TB,TBD,Ephemeroptera,Leptophlebiidae,Paraleptophlebia,,5,ref_down
1392,2015,T8,May,TB,TBD,Coleoptera,Psephenidae,Psephenus,,2,ref_down
1393,2015,T8,May,TB,TBD,Coleoptera,Elmidae,Stenelmis,,1,ref_down
1394,2015,T8,May,TB,TBD,Plecoptera,Chloroperlidae,Sweltsa,,2,ref_down
1395,2015,T8,May,TB,TBD,Trichoptera,Philopotamidae,Wormaldia,,1,ref_down
1396,2015,T8,May,TB,TBD,Diptera,Chironomidae,,,4,ref_down
1397,2015,T9,June,TB,TBD,Plecoptera,Perlidae,Acroneuria,,2,ref_down
1398,2015,T9,June,TB,TBD,Odonata,Aeshnidae,Boyeria,,1,ref_down
1399,2015,T9,June,TB,TBD,Ephemeroptera,Heptageniidae,Epeorus,,1,ref_down
1400,2015,T9,June,TB,TBD,Diptera,Tipulidae,Hexatoma,,5,ref_down
1401,2015,T9,June,TB,TBD,Trichoptera,Hydropsychidae,Hydropsyche,,2,ref_down
1402,2015,T9,June,TB,TBD,Ephemeroptera,Heptageniidae,Maccaffertium,,1,ref_down
1403,2015,T9,June,TB,TBD,Coleoptera,Psephenidae,Psephenus,,8,ref_down
1404,2015,T9,June,TB,TBD,Ephemeroptera,Heptageniidae,Stenacron,,1,ref_down
1405,2015,T9,June,TB,TBD,Diptera,Chironomidae,,,1,ref_down
754,2014,T1,April,TB,TBU,Ephemeroptera,Heptageniidae,Maccaffertium,,4,ref_up
755,2014,T1,April,TB,TBU,Diptera,Tipulidae,Tipula,,3,ref_up
756,2014,T1,April,TB,TBU,Ephemeroptera,Baetidae,,,1,ref_up
757,2014,T1,April,TB,TBU,Plecoptera,Chloroperlidae,,,1,ref_up
758,2014,T1,April,TB,TBU,Ephemeroptera,Ephemerellidae,,,14,ref_up
759,2014,T1,April,TB,TBU,Ephemeroptera,Ephemerellidae,,,3,ref_up
760,2014,T1,April,TB,TBU,Ephemeroptera,Heptageniidae,,,4,ref_up
761,2014,T1,April,TB,TBU,Trichoptera,Hydropsychidae,,,4,ref_up
762,2014,T1,April,TB,TBU,Ephemeroptera,Leptophlebiidae,,,1,ref_up
763,2014,T1,April,TB,TBU,Plecoptera,Perlidae,,,1,ref_up
764,2014,T1,April,TB,TBU,Plecoptera,Perlidae,,,2,ref_up
765,2014,T1,April,TB,TBU,Plecoptera,Perlodidae,,,1,ref_up
766,2014,T1,April,TB,TBU,Diptera,Simuliidae,,,1,ref_up
767,2014,T1,April,TB,TBU,Trichoptera,Uenoidae,,,1,ref_up
768,2014,T2,May,TB,TBU,Plecoptera,Perlidae,Acroneuria,,3,ref_up
769,2014,T2,May,TB,TBU,Trichoptera,Hydropsychidae,Hydropsyche,,1,ref_up
770,2014,T2,May,TB,TBU,Ephemeroptera,Heptageniidae,Epeorus,,2,ref_up
771,2014,T2,May,TB,TBU,Ephemeroptera,Ephemerellidae,Ephemerella,,7,ref_up
772,2014,T2,May,TB,TBU,Trichoptera,Hydropsychidae,Hydropsyche,,2,ref_up
773,2014,T2,May,TB,TBU,Ephemeroptera,Isonychiidae,Isonychia,,1,ref_up
774,2014,T2,May,TB,TBU,Ephemeroptera,Isonychiidae,Isonychia,,1,ref_up
775,2014,T2,May,TB,TBU,Plecoptera,Perlodidae,Isoperla,,4,ref_up
776,2014,T2,May,TB,TBU,Diptera,Tipulidae,Limonia,,1,ref_up
777,2014,T2,May,TB,TBU,Ephemeroptera,Heptageniidae,Maccaffertium,,3,ref_up
778,2014,T2,May,TB,TBU,Trichoptera,Uenoidae,Neophylax,,1,ref_up
779,2014,T2,May,TB,TBU,Ephemeroptera,Leptophlebiidae,Paraleptophlebia,,1,ref_up
780,2014,T2,May,TB,TBU,Diptera,Tipulidae,Tipula,,1,ref_up
781,2014,T2,May,TB,TBU,Odonata,Aeshnidae,,,1,ref_up
782,2014,T2,May,TB,TBU,Diptera,Chironomidae,,,1,ref_up
783,2014,T2,May,TB,TBU,Diptera,Chironomidae,,,2,ref_up
784,2014,T2,May,TB,TBU,Plecoptera,Chloroperlidae,,,2,ref_up
785,2014,T2,May,TB,TBU,Ephemeroptera,Ephemerellidae,,,3,ref_up
786,2014,T2,May,TB,TBU,Ephemeroptera,Heptageniidae,,,3,ref_up
787,2014,T2,May,TB,TBU,Trichoptera,Hydropsychidae,,,1,ref_up
788,2014,T2,May,TB,TBU,Ephemeroptera,Leptophlebiidae,,,1,ref_up
789,2014,T2,May,TB,TBU,Plecoptera,Perlidae,,,3,ref_up
790,2014,T2,May,TB,TBU,Diptera,Tipulidae,,,2,ref_up
791,2014,T2,May,TB,TBU,Trichoptera,Uenoidae,,,3,ref_up
792,2014,T3,June,TB,TBU,Plecoptera,Perlidae,Acroneuria,,2,ref_up
793,2014,T3,June,TB,TBU,Trichoptera,Hydropsychidae,Hydropsyche,,1,ref_up
794,2014,T3,June,TB,TBU,Ephemeroptera,Heptageniidae,Stenacron,,1,ref_up
795,2014,T3,June,TB,TBU,Megaloptera,Corydalidae,,,1,ref_up
796,2014,T3,June,TB,TBU,Ephemeroptera,Heptageniidae,,,1,ref_up
797,2014,T3,June,TB,TBU,Trichoptera,Hydropsychidae,,,2,ref_up
798,2014,T3,June,TB,TBU,Plecoptera,Perlidae,,,2,ref_up
799,2014,T3,June,TB,TBU,Plecoptera,Pteronarcidae,,,1,ref_up
800,2014,T3,June,TB,TBU,Diptera,Tipulidae,,,1,ref_up
801,2014,T4,July,TB,TBU,Diptera,Tipulidae,Hexatoma,,1,ref_up
802,2014,T4,July,TB,TBU,Trichoptera,Hydropsychidae,Hydropsyche,,1,ref_up
803,2014,T4,July,TB,TBU,Ephemeroptera,Isonychiidae,Isonychia,,1,ref_up
804,2014,T4,July,TB,TBU,Ephemeroptera,Isonychiidae,Isonychia,,1,ref_up
805,2014,T4,July,TB,TBU,Ephemeroptera,Leptophlebiidae,Paraleptophlebia,,1,ref_up
806,2014,T4,July,TB,TBU,Ephemeroptera,Leptophlebiidae,Paraleptophlebia,,2,ref_up
807,2014,T4,July,TB,TBU,Coleoptera,Psephenidae,Psephenus,,2,ref_up
808,2014,T4,July,TB,TBU,Odonata,Aeshnidae,,,1,ref_up
809,2014,T4,July,TB,TBU,Diptera,Chironomidae,,,3,ref_up
810,2014,T4,July,TB,TBU,Ephemeroptera,Ephemerellidae,,,1,ref_up
811,2014,T4,July,TB,TBU,Ephemeroptera,Ephemeridae,,,1,ref_up
812,2014,T4,July,TB,TBU,Trichoptera,Hydropsychidae,,,1,ref_up
813,2014,T4,July,TB,TBU,Ephemeroptera,Leptophlebiidae,,,1,ref_up
814,2014,T4,July,TB,TBU,Plecoptera,Perlidae,,,1,ref_up
815,2014,T4,July,TB,TBU,Coleoptera,Psephenidae,,,3,ref_up
816,2014,T4,July,TB,TBU,Hemiptera,Veliidae,,,1,ref_up
817,2014,T5,August,TB,TBU,Trichoptera,Hydropsychidae,Hydropsyche,,2,ref_up
818,2014,T5,August,TB,TBU,Trichoptera,Philopotamidae,Dolophilodes,,1,ref_up
819,2014,T5,August,TB,TBU,Diptera,Tipulidae,Hexatoma,,2,ref_up
820,2014,T5,August,TB,TBU,Ephemeroptera,Isonychiidae,Isonychia,,3,ref_up
821,2014,T5,August,TB,TBU,Ephemeroptera,Isonychiidae,Isonychia,,1,ref_up
822,2014,T5,August,TB,TBU,Ephemeroptera,Heptageniidae,Stenonema,fematoratum,4,ref_up
823,2014,T5,August,TB,TBU,Odonata,Aeshnidae,,,1,ref_up
824,2014,T5,August,TB,TBU,Megaloptera,Corydalidae,,,1,ref_up
825,2014,T5,August,TB,TBU,Ephemeroptera,Heptageniidae,,,4,ref_up
826,2014,T5,August,TB,TBU,Diptera,Tipulidae,,,2,ref_up
827,2014,T5,August,TB,TBU,Hemiptera,Veliidae,,,1,ref_up
828,2014,T6,September,TB,TBU,Plecoptera,Perlidae,Acroneuria,,1,ref_up
829,2014,T6,September,TB,TBU,Diptera,Empididae,Hemerodromia,,1,ref_up
830,2014,T6,September,TB,TBU,Ephemeroptera,Isonychiidae,Isonychia,,2,ref_up
831,2014,T6,September,TB,TBU,Ephemeroptera,Isonychiidae,Isonychia,,1,ref_up
832,2014,T6,September,TB,TBU,Megaloptera,Corydalidae,,,1,ref_up
833,2014,T6,September,TB,TBU,Ephemeroptera,Heptageniidae,,,1,ref_up
1406,2015,T10,July,TB,TBU,Odonata,Aeshnidae,Boyeria,,1,ref_up
1407,2015,T10,July,TB,TBU,Plecoptera,Chloroperlidae,Sweltsa,,1,ref_up
1408,2015,T11,August,TB,TBU,Plecoptera,Perlidae,Acroneuria,,1,ref_up
1409,2015,T11,August,TB,TBU,Plecoptera,Perlidae,Agnetina,,1,ref_up
1410,2015,T11,August,TB,TBU,Odonata,Aeshnidae,Boyeria,,1,ref_up
1411,2015,T11,August,TB,TBU,Trichoptera,Hydropsychidae,Hydropsyche,,1,ref_up
1412,2015,T12,September,TB,TBU,Plecoptera,Perlidae,Acroneuria,,2,ref_up
1413,2015,T12,September,TB,TBU,Odonata,Aeshnidae,Aeshna,,1,ref_up
1414,2015,T12,September,TB,TBU,Plecoptera,Perlidae,Agnetina,,1,ref_up
1415,2015,T12,September,TB,TBU,Diptera,Athericidae,Atherix,,1,ref_up
1416,2015,T12,September,TB,TBU,Diptera,Tipulidae,Hexatoma,,1,ref_up
1417,2015,T12,September,TB,TBU,Trichoptera,Hydropsychidae,Hydropsyche,,2,ref_up
1418,2015,T12,September,TB,TBU,Ephemeroptera,Heptageniidae,Maccaffertium,,12,ref_up
1419,2015,T12,September,TB,TBU,Coleoptera,Psephenidae,Psephenus,,3,ref_up
1420,2015,T12,September,TB,TBU,Hemiptera,Veliidae,Rhagovelia,,1,ref_up
1421,2015,T12,September,TB,TBU,Coleoptera,Elmidae,Stenelmis,,2,ref_up
1422,2015,T12,September,TB,TBU,Ephemeroptera,Heptageniidae,Stenonema,fematoratum,1,ref_up
1423,2015,T12,September,TB,TBU,Diptera,Chironomidae,,,1,ref_up
1424,2015,T7,April,TB,TBU,Odonata,Aeshnidae,Boyeria,,2,ref_up
1425,2015,T7,April,TB,TBU,Diptera,Tabanidae,Crysops,,1,ref_up
1426,2015,T7,April,TB,TBU,Ephemeroptera,Ephemerellidae,Ephemerella,,2,ref_up
1427,2015,T7,April,TB,TBU,Diptera,Tipulidae,Hexatoma,,3,ref_up
1428,2015,T7,April,TB,TBU,Trichoptera,Hydropsychidae,Hydropsyche,,2,ref_up
1429,2015,T7,April,TB,TBU,Plecoptera,Perlodidae,Isoperla,,3,ref_up
1430,2015,T7,April,TB,TBU,Ephemeroptera,Leptophlebiidae,Paraleptophlebia,,1,ref_up
1431,2015,T7,April,TB,TBU,Plecoptera,Chloroperlidae,Sweltsa,,2,ref_up
1432,2015,T8,May,TB,TBU,Plecoptera,Perlidae,Acroneuria,,3,ref_up
1433,2015,T8,May,TB,TBU,Odonata,Aeshnidae,Boyeria,,1,ref_up
1434,2015,T8,May,TB,TBU,Ephemeroptera,Heptageniidae,Epeorus,,1,ref_up
1435,2015,T8,May,TB,TBU,Ephemeroptera,Ephemeridae,Ephemera,,2,ref_up
1436,2015,T8,May,TB,TBU,Ephemeroptera,Ephemerellidae,Ephemerella,,4,ref_up
1437,2015,T8,May,TB,TBU,Plecoptera,Perlodidae,Isoperla,,2,ref_up
1438,2015,T8,May,TB,TBU,Odonata,Gomphidae,Lanthus,,1,ref_up
1439,2015,T8,May,TB,TBU,Ephemeroptera,Heptageniidae,Maccaffertium,,7,ref_up
1440,2015,T8,May,TB,TBU,Coleoptera,Psephenidae,Psephenus,,5,ref_up
1441,2015,T8,May,TB,TBU,Megaloptera,Sialidae,Sialis,,1,ref_up
1442,2015,T8,May,TB,TBU,Plecoptera,Chloroperlidae,Sweltsa,,3,ref_up
1443,2015,T8,May,TB,TBU,Diptera,Chironomidae,,,1,ref_up
1444,2015,T9,June,TB,TBU,Plecoptera,Perlidae,Acroneuria,,2,ref_up
1445,2015,T9,June,TB,TBU,Odonata,Aeshnidae,Boyeria,,3,ref_up
1446,2015,T9,June,TB,TBU,Ephemeroptera,Ephemerellidae,Drunella,,1,ref_up
1447,2015,T9,June,TB,TBU,Ephemeroptera,Ephemeridae,Ephemera,,1,ref_up
1448,2015,T9,June,TB,TBU,Diptera,Tipulidae,Hexatoma,,2,ref_up
1449,2015,T9,June,TB,TBU,Coleoptera,Hydrophilidae,Hydrophilus,,2,ref_up
1450,2015,T9,June,TB,TBU,Odonata,Gomphidae,Lanthus,,1,ref_up
1451,2015,T9,June,TB,TBU,Ephemeroptera,Heptageniidae,Maccaffertium,,1,ref_up
1452,2015,T9,June,TB,TBU,Coleoptera,Psephenidae,Psephenus,,3,ref_up
1453,2015,T9,June,TB,TBU,Plecoptera,Chloroperlidae,Sweltsa,,1,ref_up
1454,2015,T9,June,TB,TBU,Diptera,Chironomidae,,,3,ref_up
